CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
VANDALISM,02/22/2020 06:00:00 PM,20-906084,VANDALISM,01X,100 CLAY ST,Oakland,CA,"100 CLAY ST
Oakland, CA
(37.796373, -122.279176)"
VANDALISM,05/05/2020 09:54:00 PM,20-022665,"VANDALISM [$400 TO $5,000]",30Y,2500 CHURCH ST,Oakland,CA,"2500 CHURCH ST
Oakland, CA
(37.768388, -122.179016)"
MISDEMEANOR ASSAULT,04/06/2020 06:30:00 PM,20-018020,THEFT,24Y,2800 HIGH ST,Oakland,CA,"2800 HIGH ST
Oakland, CA
(37.78347, -122.202327)"
GRAND THEFT,03/03/2020 10:34:00 AM,20-012222,THEFT,26Y,5400 E 12TH ST,Oakland,CA,"5400 E 12TH ST
Oakland, CA
(37.765621, -122.207821)"
,05/25/2020 07:14:00 PM,20-025911,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,600 35TH ST,Oakland,CA,"600 35TH ST
Oakland, CA
(37.82419, -122.269826)"
FELONY ASSAULT,03/19/2020 10:51:00 PM,20-015335,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,19X,800 8TH AV,Oakland,CA,"800 8TH AV
Oakland, CA
(37.791331, -122.254461)"
VANDALISM,04/28/2020 06:20:00 AM,20-909443,VANDALISM,16Y,1100 NORWOOD AV,Oakland,CA,"1100 NORWOOD AV
Oakland, CA
(37.808638, -122.224288)"
ROBBERY,05/21/2020 02:30:00 AM,20-025167,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,600 W MACARTHUR BLVD,Oakland,CA,"600 W MACARTHUR BLVD
Oakland, CA
(37.827115, -122.268261)"
EMBEZZLEMENT,03/09/2020 02:00:00 PM,20-015330,EMBEZZLEMENT BY EMPLOYEE [OVER $400],03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
ARSON,05/13/2020 12:50:00 AM,20-023780,MAL SET/ETC FIRE PROP/ETC,35X,3400 MIRASOL AV,Oakland,CA,"3400 MIRASOL AV
Oakland, CA
(37.756917, -122.151907)"
,05/25/2020 11:08:00 PM,20-025950,BATTERY,12X,400 40TH ST,Oakland,CA,"400 40TH ST
Oakland, CA
(37.828507, -122.26004)"
,05/19/2020 12:00:00 AM,20-910516,BURGLARY-AUTO,,5500 CLAREMAONT AVE,Oakland,CA,"5500 CLAREMAONT AVE
Oakland, CA
(37.843536, -122.256979)"
BURG - AUTO,02/26/2020 06:45:00 PM,20-905927,BURGLARY-AUTO,31Y,200 HEGENBERGER RD,Oakland,CA,"200 HEGENBERGER RD
Oakland, CA
(37.731083, -122.199289)"
STOLEN VEHICLE,03/30/2020 01:00:00 PM,20-017753,VEHICLE THEFT - AUTO,15X,200 WAYNE AV,Oakland,CA,"200 WAYNE AV
Oakland, CA
(37.801154, -122.252512)"
STOLEN VEHICLE,12/07/2019 09:00:00 PM,19-063963,VEHICLE THEFT - AUTO,08X,3200 TELEGRAPH AV,Oakland,CA,"3200 TELEGRAPH AV
Oakland, CA
(37.82098, -122.266648)"
MISDEMEANOR ASSAULT,04/19/2020 01:55:00 PM,20-019942,BATTERY,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
BURG - COMMERCIAL,04/02/2020 07:00:00 PM,20-017570,BURGLARY-FORCIBLE ENTRY,25X,3500 MACARTHUR BLVD,Oakland,CA,"3500 MACARTHUR BLVD
Oakland, CA
(37.793628, -122.200518)"
DOMESTIC VIOLENCE,05/25/2020 11:59:00 PM,20-025936,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,33X,9600 B ST,Oakland,CA,"9600 B ST
Oakland, CA
(37.743997, -122.174789)"
STOLEN VEHICLE,05/05/2020 09:00:00 PM,20-022796,VEHICLE THEFT - AUTO,21X,2500 FOOTHILL BLVD,Oakland,CA,"2500 FOOTHILL BLVD
Oakland, CA
(37.784648, -122.23035)"
MISDEMEANOR ASSAULT,04/26/2020 11:48:00 AM,20-014641,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,500 25TH ST,Oakland,CA,"500 25TH ST
Oakland, CA
(37.814599, -122.267895)"
STOLEN VEHICLE,05/04/2020 08:00:00 PM,20-022608,VEHICLE THEFT - AUTO,16Y,4600 PARK BLVD,Oakland,CA,"4600 PARK BLVD
Oakland, CA
(37.809073, -122.218112)"
PETTY THEFT,02/11/2020 11:35:00 PM,20-906096,THEFT,04X,1700 BROADWAY,Oakland,CA,"1700 BROADWAY
Oakland, CA
(37.806798, -122.269629)"
GRAND THEFT,04/20/2020 11:00:00 PM,20-908978,GRAND THEFT,12Y,400 62ND ST,Oakland,CA,"400 62ND ST
Oakland, CA
(37.848522, -122.25669)"
,05/26/2020 12:15:00 PM,20-026054,VANDALISM,29X,2900 BLK 68TH AV,Oakland,CA,"2900 BLK 68TH AV
Oakland, CA
(37.769939, -122.177355)"
,05/18/2020 12:00:00 PM,20-910445,THEFT,28X,4700 ALLENDALE AVE,Oakland,CA,"4700 ALLENDALE AVE
Oakland, CA
(37.780938, -122.199906)"
,05/22/2020 04:29:00 AM,20-025322,BURGLARY-FORCIBLE ENTRY,23X,4200 INTERNATIONAL BLVD,Oakland,CA,"4200 INTERNATIONAL BLVD
Oakland, CA
(37.772721, -122.215522)"
PETTY THEFT,02/14/2020 12:00:00 AM,20-008974,THEFT,28X,2700 KINGSLAND AV,Oakland,CA,"2700 KINGSLAND AV
Oakland, CA
(37.776805, -122.195975)"
,05/26/2020 03:30:00 AM,20-026009,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,08X,500 24TH ST,Oakland,CA,"500 24TH ST
Oakland, CA
(37.81347, -122.268584)"
BURG - AUTO,04/21/2020 07:10:00 PM,20-909008,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
STOLEN VEHICLE,04/03/2020 05:18:00 PM,20-017582,VEHICLE THEFT - AUTO,29X,3600 LUNDHOLM AV,Oakland,CA,"3600 LUNDHOLM AV
Oakland, CA
(37.778817, -122.1795)"
WEAPONS,03/06/2020 06:32:00 PM,20-012912,CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION,06X,600 37TH ST,Oakland,CA,"600 37TH ST
Oakland, CA
(37.8262, -122.268674)"
RECOVERED O/S STOLEN,05/25/2020 07:44:00 PM,20-025894,VEHICLE THEFT - AUTO,33X,8400 SAN LEANDRO ST,Oakland,CA,"8400 SAN LEANDRO ST
Oakland, CA
(37.747851, -122.190066)"
BURG - RESIDENTIAL,05/10/2020 09:40:00 PM,20-023420,BURGLARY-NO FORCE,26Y,1100 73RD AV,Oakland,CA,"1100 73RD AV
Oakland, CA
(37.756921, -122.190778)"
DOMESTIC VIOLENCE,02/15/2020 04:05:00 AM,20-008930,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,77X,4TH AV& 5TH ST,Oakland,CA,"4TH AV& 5TH ST
Oakland, CA"
FELONY ASSAULT,04/03/2020 11:50:00 PM,20-017627,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,33X,1200 83RD AV,Oakland,CA,"1200 83RD AV
Oakland, CA
(37.753231, -122.181678)"
,03/05/2020 10:38:00 PM,20-012757,VANDALISM:DAMAGE PROPERTY,04X,500 W GRAND AV,Oakland,CA,"500 W GRAND AV
Oakland, CA
(37.811956, -122.268974)"
EMBEZZLEMENT,04/09/2020 03:00:00 PM,20-018523,ELDER ABUSE BY THEFT OR EMBEZZLEMENT,30Y,8100 IRIS ST,Oakland,CA,"8100 IRIS ST
Oakland, CA
(37.762411, -122.167378)"
FELONY ASSAULT,03/19/2020 10:58:00 PM,20-015323,ASSAULT WITH FIREARM ON PERSON,33X,1000 98TH AV,Oakland,CA,"1000 98TH AV
Oakland, CA
(37.740697, -122.177765)"
RECOVERED O/S STOLEN,04/07/2020 04:30:00 PM,20-018174,VEHICLE THEFT - AUTO,21Y,3000 LOGAN ST,Oakland,CA,"3000 LOGAN ST
Oakland, CA
(37.788371, -122.22307)"
VANDALISM,03/26/2020 12:00:00 PM,20-907723,VANDALISM,29X,2700 SEMINARY AV,Oakland,CA,"2700 SEMINARY AV
Oakland, CA
(37.772548, -122.188959)"
MISDEMEANOR ASSAULT,04/15/2020 08:47:00 AM,20-019308,BATTERY,22X,2400 MACARTHUR BLVD,Oakland,CA,"2400 MACARTHUR BLVD
Oakland, CA
(37.799675, -122.213488)"
WEAPONS,03/23/2020 02:05:00 PM,20-015839,CARRY CONCEALED WEAPON IN VEHICLE,35X,8800 BANCROFT AV,Oakland,CA,"8800 BANCROFT AV
Oakland, CA
(37.75498, -122.166594)"
,05/21/2020 08:10:00 AM,20-025186,VEHICLE THEFT - AUTO,29X,6700 OUTLOOK AV,Oakland,CA,"6700 OUTLOOK AV
Oakland, CA
(37.773975, -122.173966)"
,05/11/2020 12:30:00 PM,20-910447,BURGLARY-AUTO,13Z,6800 THORNHILL DRIVE,Oakland,CA,"6800 THORNHILL DRIVE
Oakland, CA
(37.840216, -122.20357)"
BURG - AUTO,05/02/2020 01:15:00 AM,20-909668,BURGLARY-AUTO,12Y,5400 LAWTON AV,Oakland,CA,"5400 LAWTON AV
Oakland, CA
(37.840778, -122.252912)"
BURG - AUTO,04/26/2020 03:00:00 AM,20-909651,BURGLARY-AUTO,02Y,1800 14TH ST,Oakland,CA,"1800 14TH ST
Oakland, CA
(37.813704, -122.29867)"
MISDEMEANOR ASSAULT,04/01/2020 03:07:00 PM,20-017249,CRUELTY TO ELDER/DEPENDANT ADULT:GBI/DEATH LIKELY,31Z,200 HUNTER AV,Oakland,CA,"200 HUNTER AV
Oakland, CA
(37.730815, -122.184113)"
VANDALISM,05/04/2020 10:00:00 AM,20-909929,VANDALISM,09X,BRANDON ST & PIEDMONT AV,Oakland,CA,"BRANDON ST & PIEDMONT AV
Oakland, CA
(37.829876, -122.247805)"
,05/08/2020 01:00:00 AM,20-910491,VANDALISM,12Y,6400 HILLEGASS AVE,Oakland,CA,"6400 HILLEGASS AVE
Oakland, CA
(37.850959, -122.254737)"
STOLEN VEHICLE,04/09/2020 09:22:00 AM,20-018427,POSS STOLEN VEH/VES/ETC,26Y,800 77TH AV,Oakland,CA,"800 77TH AV
Oakland, CA
(37.751754, -122.193427)"
,05/25/2020 03:15:00 PM,20-026003,VEHICLE THEFT - AUTO,26Y,800 - 71ST AVE.,Oakland,CA,"800 - 71ST AVE.
Oakland, CA
(37.754147, -122.19791)"
DOMESTIC VIOLENCE,04/10/2020 05:35:00 AM,20-018541,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,2100 51ST AV,Oakland,CA,"2100 51ST AV
Oakland, CA
(37.773728, -122.204255)"
,05/19/2020 07:00:00 AM,20-910482,BURGLARY-AUTO,,21ST ST./ BROADWAY ST. AVE,Oakland,CA,"21ST ST./ BROADWAY ST. AVE
Oakland, CA"
MISDEMEANOR ASSAULT,04/23/2020 01:25:00 AM,20-908996,ASSAULT,02Y,300 CENTER ST,Oakland,CA,"300 CENTER ST
Oakland, CA
(37.802631, -122.295907)"
THREATS,05/11/2020 01:30:00 PM,20-023550,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,32Y,2000 105TH AV,Oakland,CA,"2000 105TH AV
Oakland, CA
(37.741128, -122.160581)"
GRAND THEFT,04/22/2020 01:00:00 PM,20-908970,GRAND THEFT,09X,3500 KEMPTON WY,Oakland,CA,"3500 KEMPTON WY
Oakland, CA
(37.820816, -122.255611)"
VANDALISM,03/03/2020 08:00:00 AM,20-906104,VANDALISM,27X,4700 FAIRFAX AV,Oakland,CA,"4700 FAIRFAX AV
Oakland, CA
(37.779584, -122.204487)"
MISDEMEANOR ASSAULT,04/05/2020 12:16:00 PM,20-017827,VANDALISM-$400+,12Y,400 59TH ST,Oakland,CA,"400 59TH ST
Oakland, CA
(37.845442, -122.258074)"
STOLEN VEHICLE,04/10/2020 11:45:00 PM,20-018670,VEHICLE THEFT - AUTO,17Y,2200 10TH AV,Oakland,CA,"2200 10TH AV
Oakland, CA
(37.797366, -122.242324)"
FORGERY & COUNTERFEITING,03/25/2020 11:26:00 AM,20-016130,VIOLATION OF PROBATION-FELONY,11X,5100 TELEGRAPH AV,Oakland,CA,"5100 TELEGRAPH AV
Oakland, CA
(37.837407, -122.262281)"
STOLEN VEHICLE,04/05/2020 05:00:00 PM,20-017939,VEHICLE THEFT - AUTO,04X,2100 MARTIN LUTHER KING JR W,Oakland,CA,"2100 MARTIN LUTHER KING JR W
Oakland, CA"
MISDEMEANOR ASSAULT,04/05/2020 01:15:00 PM,20-017834,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,34TH ST & WOOD ST,Oakland,CA,"34TH ST & WOOD ST
Oakland, CA
(37.824506, -122.290687)"
VANDALISM,02/22/2020 09:00:00 PM,20-906010,VANDALISM,35X,9100 LAWLOR ST,Oakland,CA,"9100 LAWLOR ST
Oakland, CA
(37.755327, -122.15898)"
DOMESTIC VIOLENCE,05/24/2020 12:00:00 AM,20-025682,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
BURG - AUTO,02/23/2020 06:00:00 PM,20-905399,BURGLARY-AUTO,12X,4900 TELEGRAPH AV,Oakland,CA,"4900 TELEGRAPH AV
Oakland, CA
(37.836153, -122.262569)"
,05/18/2020 08:00:00 PM,20-910472,BURGLARY-AUTO,22Y,3200 BUTTERS DRIVE,Oakland,CA,"3200 BUTTERS DRIVE
Oakland, CA
(37.806832, -122.187512)"
DISORDERLY CONDUCT,05/05/2020 05:58:00 PM,20-022636,DISTURB THE PEACE,08X,3800 OPAL ST,Oakland,CA,"3800 OPAL ST
Oakland, CA
(37.826886, -122.259155)"
,05/25/2020 08:00:00 PM,20-025992,SC UNEXPLAINED DEATH,15X,2100 LAKESHORE AV,Oakland,CA,"2100 LAKESHORE AV
Oakland, CA
(37.804524, -122.250907)"
,05/23/2020 10:00:00 PM,20-025860,VEHICLE THEFT - AUTO,13Z,5800 BLK THORNHILL BLVD,Oakland,CA,"5800 BLK THORNHILL BLVD
Oakland, CA"
FRAUD,10/19/2017 10:10:00 PM,20-906269,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,29X,3000 MILLSBRAE AV,Oakland,CA,"3000 MILLSBRAE AV
Oakland, CA
(37.775121, -122.186934)"
,05/23/2020 01:20:00 PM,20-910643,THEFT,29X,6400 SUNNYMERE AVE,Oakland,CA,"6400 SUNNYMERE AVE
Oakland, CA
(37.778583, -122.170755)"
,05/04/2020 05:10:00 AM,20-910581,VANDALISM,12X,4300 TELEGRAPH AVE,Oakland,CA,"4300 TELEGRAPH AVE
Oakland, CA
(37.831801, -122.263732)"
,05/20/2020 08:15:00 AM,20-910637,MAIL/ETC THEFT/ETC,06X,800 31ST ST,Oakland,CA,"800 31ST ST
Oakland, CA
(37.821017, -122.273405)"
BURG - AUTO,04/22/2020 12:00:00 AM,20-909010,BURGLARY-AUTO,30Y,7900 SUNKIST DR,Oakland,CA,"7900 SUNKIST DR
Oakland, CA
(37.768248, -122.161423)"
VANDALISM,04/22/2020 07:00:00 PM,20-909025,VANDALISM,17X,2000 PARK BLVD,Oakland,CA,"2000 PARK BLVD
Oakland, CA
(37.800382, -122.248512)"
BURG - COMMERCIAL,03/23/2020 02:00:00 AM,20-017694,BURGLARY-FORCIBLE ENTRY,77X,2500 VALDEZ ST,Oakland,CA,"2500 VALDEZ ST
Oakland, CA
(37.815113, -122.262976)"
MISDEMEANOR ASSAULT,05/09/2020 07:21:00 PM,20-023292,BATTERY,33X,1000 81ST AV,Oakland,CA,"1000 81ST AV
Oakland, CA
(37.752957, -122.185716)"
FELONY ASSAULT,05/11/2020 07:15:00 PM,20-023569,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,19X,1500 E 12TH ST,Oakland,CA,"1500 E 12TH ST
Oakland, CA
(37.787943, -122.245701)"
MISDEMEANOR ASSAULT,04/10/2020 01:30:00 AM,20-018531,BATTERY,30X,1600 80TH AV,Oakland,CA,"1600 80TH AV
Oakland, CA
(37.758182, -122.1784)"
DOMESTIC VIOLENCE,05/26/2020 05:21:00 AM,20-018963,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,2400 94TH AV,Oakland,CA,"2400 94TH AV
Oakland, CA
(37.752201, -122.161904)"
FELONY ASSAULT,03/19/2020 10:58:00 PM,20-015323,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,33X,1000 98TH AV,Oakland,CA,"1000 98TH AV
Oakland, CA
(37.740697, -122.177765)"
DOMESTIC VIOLENCE,05/22/2020 09:32:00 AM,20-025355,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,3400 68TH AV,Oakland,CA,"3400 68TH AV
Oakland, CA
(37.772079, -122.175124)"
,05/21/2020 02:15:00 AM,20-025172,BURGLARY-FORCIBLE ENTRY,09X,4100 PIEDMONT AV,Oakland,CA,"4100 PIEDMONT AV
Oakland, CA
(37.826568, -122.252189)"
PETTY THEFT,05/03/2020 03:00:00 PM,20-023245,THEFT,33X,1300 90TH AV,Oakland,CA,"1300 90TH AV
Oakland, CA
(37.749129, -122.176083)"
STOLEN VEHICLE,05/09/2020 11:14:00 AM,20-023233,POSS STOLEN VEH/VES/ETC,33X,9400 A ST,Oakland,CA,"9400 A ST
Oakland, CA
(37.746093, -122.174104)"
GRAND THEFT,04/22/2020 01:00:00 PM,20-909006,THEFT,26X,500 66TH AV,Oakland,CA,"500 66TH AV
Oakland, CA
(37.754523, -122.206277)"
FORGERY & COUNTERFEITING,04/29/2020 01:59:00 PM,20-909935,MAIL/ETC THEFT/ETC,12X,400 45TH ST,Oakland,CA,"400 45TH ST
Oakland, CA
(37.833412, -122.258902)"
BURG - COMMERCIAL,04/10/2020 02:02:00 AM,20-018530,BURGLARY-FORCIBLE ENTRY,26X,5800 SAN LEANDRO ST,Oakland,CA,"5800 SAN LEANDRO ST
Oakland, CA
(37.761616, -122.206401)"
DOMESTIC VIOLENCE,04/04/2020 11:46:00 PM,20-017620,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,8400 EDES AV,Oakland,CA,"8400 EDES AV
Oakland, CA
(37.741742, -122.195475)"
BURG - OTHER,02/27/2020 03:16:00 AM,20-011243,VANDALISM,31Z,400 CAPISTRANO DR,Oakland,CA,"400 CAPISTRANO DR
Oakland, CA
(37.727725, -122.179229)"
PETTY THEFT,03/23/2020 05:40:00 PM,20-015875,TRESPASSING,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
STOLEN VEHICLE,03/27/2020 07:00:00 PM,20-017004,ATTEMPT VEHICLE THEFT-AUTO,22Y,3100 CARLSEN ST,Oakland,CA,"3100 CARLSEN ST
Oakland, CA
(37.801394, -122.197877)"
,03/08/2020 01:30:00 AM,20-013293,BURGLARY-NO FORCE,12Y,5200 LAWTON AV,Oakland,CA,"5200 LAWTON AV
Oakland, CA
(37.837224, -122.255769)"
ROBBERY,02/27/2020 12:25:00 AM,20-011197,ROBBERY-OTHER DANGEROUS WEAPON,01X,00 BROADWAY,Oakland,CA,"00 BROADWAY
Oakland, CA"
OTHER SEX OFFENSES,03/29/2020 09:22:00 AM,20-016688,SEXUAL BATTERY,19X,1900 INTERNATIONAL BLVD,Oakland,CA,"1900 INTERNATIONAL BLVD
Oakland, CA
(37.786451, -122.241035)"
STOLEN VEHICLE,05/07/2020 05:00:00 PM,20-023573,POSS STOLEN VEH/VES/ETC,30X,7600 HOLLY ST,Oakland,CA,"7600 HOLLY ST
Oakland, CA
(37.76074, -122.181043)"
WEAPONS,04/10/2020 12:58:00 AM,20-018521,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,9100 B ST,Oakland,CA,"9100 B ST
Oakland, CA
(37.747592, -122.177478)"
BRANDISHING,04/04/2020 04:30:00 PM,20-017721,EXHIBIT FIREARM,29X,3400 68TH AV,Oakland,CA,"3400 68TH AV
Oakland, CA
(37.772079, -122.175124)"
STOLEN VEHICLE,04/09/2020 08:43:00 AM,20-018417,VEHICLE THEFT - AUTO,32X,1300 99TH AV,Oakland,CA,"1300 99TH AV
Oakland, CA
(37.74304, -122.171164)"
VANDALISM,04/09/2020 04:09:00 PM,20-020789,VANDALISM-$400,33X,9600 E ST,Oakland,CA,"9600 E ST
Oakland, CA
(37.743203, -122.177829)"
FELONY ASSAULT,05/09/2020 02:58:00 AM,20-023191,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,20X,300 23RD AV,Oakland,CA,"300 23RD AV
Oakland, CA
(37.773198, -122.235897)"
GRAND THEFT,04/22/2020 03:05:00 PM,20-909001,GRAND THEFT,11X,5600 DOVER ST,Oakland,CA,"5600 DOVER ST
Oakland, CA
(37.840907, -122.267369)"
STOLEN VEHICLE,04/07/2020 01:16:00 PM,20-018151,VEHICLE THEFT - AUTO,29X,5500 FLEMING AV,Oakland,CA,"5500 FLEMING AV
Oakland, CA
(37.774933, -122.191734)"
BURG - AUTO,04/20/2020 10:00:00 PM,20-908971,BURGLARY-AUTO,13X,6100 OCEAN VIEW DR,Oakland,CA,"6100 OCEAN VIEW DR
Oakland, CA
(37.847447, -122.241879)"
,05/19/2020 08:25:00 AM,20-910471,VANDALISM,19X,2100 INTERNATIONAL BOULEVARD,Oakland,CA,"2100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.785198, -122.238939)"
BURG - RESIDENTIAL,04/10/2020 03:30:00 AM,20-018534,ATTEMPTED BURGLARY:SECOND DEGREE,12Y,300 51ST ST,Oakland,CA,"300 51ST ST
Oakland, CA
(37.834903, -122.25289)"
MISDEMEANOR ASSAULT,04/06/2020 12:10:00 PM,20-017964,BATTERY,26X,HIGH ST & INTERNATIONAL BLVD,Oakland,CA,"HIGH ST & INTERNATIONAL BLVD
Oakland, CA
(37.772377, -122.214811)"
,05/21/2020 12:00:00 PM,20-910568,BURGLARY-AUTO,22X,3400 FRUITVALE AVE,Oakland,CA,"3400 FRUITVALE AVE
Oakland, CA
(37.799279, -122.216563)"
RECOVERED O/S STOLEN,04/07/2020 11:26:00 AM,20-018123,VEHICLE THEFT - AUTO,27Y,5500 E 17TH ST,Oakland,CA,"5500 E 17TH ST
Oakland, CA
(37.768692, -122.200336)"
GRAND THEFT,04/25/2020 10:20:00 PM,20-909326,THEFT,18Y,3000 22ND AV,Oakland,CA,"3000 22ND AV
Oakland, CA
(37.796818, -122.226783)"
DOMESTIC VIOLENCE,04/06/2020 08:00:00 PM,20-018038,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,8500 INTERNATIONAL BLVD,Oakland,CA,"8500 INTERNATIONAL BLVD
Oakland, CA
(37.753538, -122.177208)"
DOMESTIC VIOLENCE,03/20/2020 01:27:00 PM,20-015400,VANDALISM-$400,35X,2400 94TH AV,Oakland,CA,"2400 94TH AV
Oakland, CA
(37.752201, -122.161904)"
STOLEN VEHICLE,04/10/2020 05:40:00 PM,20-018651,VEHICLE THEFT - AUTO,14X,400 VERNON ST,Oakland,CA,"400 VERNON ST
Oakland, CA
(37.816403, -122.254147)"
DOMESTIC VIOLENCE,04/19/2020 04:00:00 AM,20-019917,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,21Y,3100 CHAMPION ST,Oakland,CA,"3100 CHAMPION ST
Oakland, CA
(37.795578, -122.21649)"
,05/20/2020 12:45:00 AM,20-910514,BURGLARY-AUTO,,00 E E24 ST,Oakland,CA,"00 E E24 ST
Oakland, CA"
DISORDERLY CONDUCT,05/05/2020 05:58:00 PM,20-022632,DISTURB THE PEACE,08X,3800 OPAL ST,Oakland,CA,"3800 OPAL ST
Oakland, CA
(37.826886, -122.259155)"
FELONY ASSAULT,02/15/2020 01:28:00 AM,20-008923,ASSAULT WITH FIREARM ON PERSON,26Y,1100 66TH AV,Oakland,CA,"1100 66TH AV
Oakland, CA
(37.759478, -122.197371)"
MISDEMEANOR ASSAULT,04/04/2020 03:11:00 PM,20-017710,BATTERY,21Y,3200 FOOTHILL BLVD,Oakland,CA,"3200 FOOTHILL BLVD
Oakland, CA
(37.783484, -122.221991)"
VANDALISM,04/28/2020 12:15:00 PM,20-909584,VANDALISM,13Z,9300 SKYLINE BLVD,Oakland,CA,"9300 SKYLINE BLVD
Oakland, CA
(37.823383, -122.186902)"
,05/01/2020 10:30:00 AM,20-910476,GRAND THEFT,26Y,1100 61ST AVE,Oakland,CA,"1100 61ST AVE
Oakland, CA
(37.760824, -122.203047)"
STOLEN VEHICLE,04/08/2020 06:00:00 PM,20-018553,VEHICLE THEFT - AUTO,29X,7000 MACARTHUR BLVD,Oakland,CA,"7000 MACARTHUR BLVD
Oakland, CA
(37.770367, -122.174652)"
RECOVERED O/S STOLEN,04/07/2020 08:45:00 AM,20-018092,VEHICLE THEFT - AUTO,35X,9400 PEACH ST,Oakland,CA,"9400 PEACH ST
Oakland, CA
(37.751693, -122.162974)"
GRAND THEFT,05/05/2020 12:00:00 AM,20-909912,GRAND THEFT,77X,1500 PRESCOTT ST,Oakland,CA,"1500 PRESCOTT ST
Oakland, CA
(37.814629, -122.298013)"
VANDALISM,05/06/2020 02:00:00 AM,20-909937,VANDALISM,31X,7600 OAKPORT ST,Oakland,CA,"7600 OAKPORT ST
Oakland, CA
(37.746671, -122.202226)"
FELONY ASSAULT,04/05/2020 07:28:00 PM,20-017884,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,1800 105TH AV,Oakland,CA,"1800 105TH AV
Oakland, CA
(37.7407, -122.162466)"
STOLEN VEHICLE,03/06/2020 01:27:00 PM,20-012876,VEHICLE THEFT - AUTO,19X,1700 E 12TH ST,Oakland,CA,"1700 E 12TH ST
Oakland, CA
(37.786892, -122.243918)"
STOLEN VEHICLE,04/02/2020 06:45:00 PM,20-017883,SC STOLEN VEHICLE - AUTO,17Y,2400 8TH AV,Oakland,CA,"2400 8TH AV
Oakland, CA
(37.800415, -122.24171)"
DOMESTIC VIOLENCE,05/26/2020 05:21:00 AM,20-018963,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT:W/SPEC PRIOR,35X,2400 94TH AV,Oakland,CA,"2400 94TH AV
Oakland, CA
(37.752201, -122.161904)"
OTHER,05/25/2020 10:15:00 AM,20-025815,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,07X,1200 30TH ST,Oakland,CA,"1200 30TH ST
Oakland, CA
(37.822267, -122.282702)"
,05/15/2020 06:00:00 PM,20-910458,THEFT,08X,500 28TH ST,Oakland,CA,"500 28TH ST
Oakland, CA
(37.817363, -122.26781)"
,05/19/2020 09:09:00 AM,20-910480,BURGLARY-AUTO,22Y,3000 JOAQUIN MILLER ROAD,Oakland,CA,"3000 JOAQUIN MILLER ROAD
Oakland, CA
(37.810801, -122.194577)"
,04/06/2020 05:00:00 PM,20-018478,SC ADW - FIREARM,21X,2400 26TH AV,Oakland,CA,"2400 26TH AV
Oakland, CA
(37.788663, -122.225197)"
STOLEN VEHICLE,03/06/2020 01:27:00 PM,20-012876,PROB VIOL:REAREST/REVOKE,19X,1700 E 12TH ST,Oakland,CA,"1700 E 12TH ST
Oakland, CA
(37.786892, -122.243918)"
,05/25/2020 05:00:00 PM,20-026025,VEHICLE THEFT - AUTO,27Y,6300 INTERNATIONAL BLVD.,Oakland,CA,"6300 INTERNATIONAL BLVD.
Oakland, CA
(37.763702, -122.196546)"
